USDA Certificate Type	cert_num	cert_status	name	dba	cust_num	city	state
RESEARCH FACILITY	71-R-0107	ACTIVE	BERTEK  INC.		25517	GREENBRIER	AR
RESEARCH FACILITY	71-R-0109	CANCELLED	DIRECT ACTION RESOURCE CENTER		38092	LITTLE ROCK	AR
RESEARCH FACILITY	71-R-0110	ACTIVE	ARKANSAS STATE UNIVERSITY - BEEBE		1409	BEEBE	AR
RESEARCH FACILITY	71-R-0111	ACTIVE	TIER 1 GROUP L L C		41479	CRAWFORDSVILLE	AR
RESEARCH FACILITY	71-R-0112	ACTIVE	UNIVERSITY OF CENTRAL ARKANSAS 		20222	CONWAY	AR
RESEARCH FACILITY	72-R-0001	ACTIVE	OCHSNER CLINIC FOUNDATION		1388	NEW ORLEANS	LA
RESEARCH FACILITY	72-R-0002	ACTIVE	TULANE UNIVERSITY		1467	NEW ORLEANS	LA
RESEARCH FACILITY	72-R-0003	ACTIVE	LOUISIANA STATE UNIVERSITY SYSTEM		1484	BATON ROUGE	LA
RESEARCH FACILITY	72-R-0007	ACTIVE	UNIVERSITY OF LOUISIANA AT LAFAYETTE		1451	LAFAYETTE	LA
RESEARCH FACILITY	72-R-0008	ACTIVE	NORTHWESTERN STATE UNIVERSITY		1396	NATCHITOCHES	LA
RESEARCH FACILITY	72-R-0009	ACTIVE	THE UNIVERSITY OF LOUISIANA-MONROE		1393	MONROE	LA
RESEARCH FACILITY	72-R-0010	ACTIVE	LOUISIANA TECH UNIVERSITY	OFFICE OF VICE PRESIDENT FOR RES. & DEVEL.	1485	RUSTON	LA
RESEARCH FACILITY	72-R-0011	ACTIVE	XAVIER UNIVERSITY OF LOUISIANA		1447	NEW ORLEANS	LA
RESEARCH FACILITY	72-R-0013	ACTIVE	NICHOLLS STATE UNIVERSITY		1391	THIBODAUX	LA
RESEARCH FACILITY	72-R-0016	ACTIVE	LOYOLA UNIVERSITY		1486	NEW ORLEANS	LA
RESEARCH FACILITY	72-R-0019	ACTIVE	BAROMEDICAL RESEARCH INSTITUTE		1492	HARVEY	LA
RESEARCH FACILITY	72-R-0101	ACTIVE	AUDUBON NATURE INSTITUTE		1793	NEW ORLEANS	LA
RESEARCH FACILITY	72-R-0103	ACTIVE	BATON ROUGE COMMUNITY COLLEGE	Veterinary Technology Program	329626	BATON ROUGE	LA
RESEARCH FACILITY	73-R-0001	ACTIVE	OKLAHOMA STATE UNIVERSITY	ANIMAL RESOURCES UNIT	1356	STILLWATER	OK
RESEARCH FACILITY	73-R-0002	ACTIVE	O K MED RES FOUNDATION	LAB ANIMAL RESOURCES CENTER	8233	OKLAHOMA CITY	OK
RESEARCH FACILITY	73-R-0007	ACTIVE	UNIVERSITY OF OKLAHOMA	HEALTH SCIENCES CENTER	1468	OKLAHOMA CITY	OK
RESEARCH FACILITY	73-R-0010	ACTIVE	OKLAHOMA STATE UNIV CTR FOR HEALTH SCIENCES		1593	TULSA	OK
RESEARCH FACILITY	73-R-0012	ACTIVE	DEAN MC GEE EYE INSTITUTE		1428	OKLAHOMA CITY	OK
RESEARCH FACILITY	73-R-0013	ACTIVE	IMMUNO-MYCOLOGICS  INC.		1421	NORMAN	OK
RESEARCH FACILITY	73-R-0016	ACTIVE	MURRAY STATE COLLEGE		1389	TISHOMINGO	OK
RESEARCH FACILITY	73-R-0017	ACTIVE	UNIVERSITY OF TULSA		1572	TULSA	OK
RESEARCH FACILITY	73-R-0030	CANCELLED	J. ALEXANDER HAIR	NU-ERA FARMS	1417	STILLWATER	OK
RESEARCH FACILITY	73-R-0100	ACTIVE	UNIV OF OKLAHOMA-NORMAN		1450	NORMAN	OK
RESEARCH FACILITY	73-R-0107	ACTIVE	ALLERGY LABORATORIES  INC.		1602	OKLAHOMA CITY	OK
RESEARCH FACILITY	73-R-0109	ACTIVE	TULSA COMMUNITY COLLEGE		1811	TULSA	OK
RESEARCH FACILITY	73-R-0112	ACTIVE	OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY		10214	OKLAHOMA CITY	OK
RESEARCH FACILITY	73-R-0116	ACTIVE	EMERGENCY PREPAREDNESS AND RESPONSE SOLUTIONS, LLC		323187	UNION CITY	OK
RESEARCH FACILITY	73-R-0117	CANCELLED	LAFUENTE PROSTHETICS & DURABLE MEDICAL EQUIPMENT		328570	OKLAHOMA CITY	OK
RESEARCH FACILITY	73-R-0118	ACTIVE	RINER & ASSOCIATES INC.		329867	NOWATA	OK
RESEARCH FACILITY	74-R-0003	ACTIVE	TEXAS BIOMEDICAL RESEARCH INSTITUTE		1512	SAN ANTONIO	TX
RESEARCH FACILITY	74-R-0008	ACTIVE	SCOTT & WHITE MEMORIAL HOSPITAL		1519	TEMPLE	TX
RESEARCH FACILITY	74-R-0011	ACTIVE	ALCON RESEARCH LTD.		1382	FORT WORTH	TX
RESEARCH FACILITY	74-R-0012	ACTIVE	TEXAS A & M UNIVERSITY	Lab Animal Resources & Research	1499	COLLEGE STATION	TX
RESEARCH FACILITY	74-R-0018	ACTIVE	BAYLOR COLLEGE OF MEDICINE		1412	HOUSTON	TX
RESEARCH FACILITY	74-R-0020	ACTIVE	UNIVERSITY OF HOUSTON	Animal Care Operations	1458	HOUSTON	TX
RESEARCH FACILITY	74-R-0027	ACTIVE	TRINITY UNIVERSITY		1465	SAN ANTONIO	TX
RESEARCH FACILITY	74-R-0028	ACTIVE	BAYLOR RESEARCH INSTITUTE	Bioscience Center	1413	DALLAS	TX
RESEARCH FACILITY	74-R-0029	ACTIVE	UNIVERSITY OF TEXAS-AUSTIN		1453	AUSTIN	TX
RESEARCH FACILITY	74-R-0031	ACTIVE	WILLIAM MARSH RICE UNIVERSITY		1515	HOUSTON	TX
RESEARCH FACILITY	74-R-0032	CANCELLED	SOUTHERN METHODIST UNIVERSITY		1511	DALLAS	TX
RESEARCH FACILITY	74-R-0033	ACTIVE	UNIVERSITY OF NORTH TEXAS		1449	DENTON	TX
RESEARCH FACILITY	74-R-0035	ACTIVE	WELLMARK INTERNATIONAL		1448	DALLAS	TX
RESEARCH FACILITY	74-R-0037	ACTIVE	TEXAS HEART INSTITUTE		1478	HOUSTON	TX
RESEARCH FACILITY	74-R-0039	ACTIVE	TEXAS A&M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER		1411	COLLEGE STATION	TX
RESEARCH FACILITY	74-R-0040	ACTIVE	TEXAS WOMANS UNIVERSITY	Office of Research & Sponsored Programs	1482	DENTON	TX
RESEARCH FACILITY	74-R-0044	ACTIVE	BETHYL LABORATORIES INC.		1414	MONTGOMERY	TX
RESEARCH FACILITY	74-R-0046	ACTIVE	TEXAS CHRISTIAN UNIVERSITY		1501	FORT WORTH	TX
RESEARCH FACILITY	74-R-0048	ACTIVE	TEXAS STATE UNIVERSITY 		1514	SAN MARCOS	TX
RESEARCH FACILITY	74-R-0049	ACTIVE	STILLMEADOW INC.		1503	SUGAR LAND	TX
RESEARCH FACILITY	74-R-0050	ACTIVE	TEXAS TECH UNIVERSITY H S C		1481	LUBBOCK	TX
RESEARCH FACILITY	74-R-0052	CANCELLED	UNIVERSITY OF TEXAS - PAN AMERICAN		1489	EDINBURG	TX
RESEARCH FACILITY	74-R-0054	ACTIVE	CEDAR VALLEY COLLEGE	Veterinary Technology	1427	LANCASTER	TX
RESEARCH FACILITY	74-R-0065	ACTIVE	UNIVERSITY OF TEXAS - M.D. ANDERSON CANCER CENTER		1476	HOUSTON	TX
RESEARCH FACILITY	74-R-0066	ACTIVE	UNIVERSITY OF TEXAS-DALLAS		1472	RICHARDSON	TX
RESEARCH FACILITY	74-R-0067	ACTIVE	UNIVERSITY OF TEXAS	at Permian Basin	1475	ODESSA	TX
RESEARCH FACILITY	74-R-0068	ACTIVE	UNIVERSITY OF TEXAS	Health Science Center at Houston	1454	HOUSTON	TX
RESEARCH FACILITY	74-R-0069	ACTIVE	UNIVERSITY OF TEXAS- EL PASO		1473	EL PASO	TX
RESEARCH FACILITY	74-R-0070	ACTIVE	UNIVERSITY OF TEXAS- SAN ANTONIO		1474	SAN ANTONIO	TX
RESEARCH FACILITY	74-R-0071	ACTIVE	UNIVERSITY OF TEXAS	Health Science Center at San Antonio	1455	SAN ANTONIO	TX
RESEARCH FACILITY	74-R-0072	ACTIVE	UNIVERSITY OF TEXAS	Southwestern Medical Center at Dallas	1464	DALLAS	TX
RESEARCH FACILITY	74-R-0073	ACTIVE	UNIVERSITY OF TEXAS	Medical Branch at Galveston	1469	GALVESTON	TX
RESEARCH FACILITY	74-R-0075	ACTIVE	UNIVERSITY OF TEXAS - ARLINGTON		1452	ARLINGTON	TX
RESEARCH FACILITY	74-R-0078	ACTIVE	UNIVERSITY OF TEXAS	Health Science Center at Tyler - Vivarium	1477	TYLER	TX
RESEARCH FACILITY	74-R-0081	ACTIVE	UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER		1502	FORT WORTH	TX
RESEARCH FACILITY	74-R-0089	CANCELLED	TEXAS LUTHERAN UNIVERSITY		1479	SEGUIN	TX
RESEARCH FACILITY	74-R-0094	ACTIVE	TEXAS A & M UNIVERSITY-KINGSVILLE		1497	KINGSVILLE	TX
RESEARCH FACILITY	74-R-0099	ACTIVE	MARVIN SHARP, D.V.M.	Sharp Veterinary Research	1510	VERNON	TX
RESEARCH FACILITY	74-R-0103	CANCELLED	ALK-ABELLO  INC.		1398	ROUND ROCK	TX
RESEARCH FACILITY	74-R-0105	ACTIVE	LONE STAR COLLEGE - TOMBALL		1392	THE WOODLANDS	TX
RESEARCH FACILITY	74-R-0106	CANCELLED	AMERICAN ANIMAL HEALTH INC.		9464	GRAND PRAIRIE	TX
RESEARCH FACILITY	74-R-0108	ACTIVE	TEXAS TECH UNIVERSITY		1480	LUBBOCK	TX
RESEARCH FACILITY	74-R-0124	ACTIVE	TEXAS HEALTH RESEARCH & EDUCATION INSTITUTE		1360	DALLAS	TX
RESEARCH FACILITY	74-R-0138	ACTIVE	TEXAS A & M AGRILIFE RESEARCH		1498	COLLEGE STATION	TX
RESEARCH FACILITY	74-R-0146	ACTIVE	TEXAS PARKS & WILDLIFE DEPARTMENT	Kerr Wildlife Management Area	1592	HUNT	TX
RESEARCH FACILITY	74-R-0148	CANCELLED	PRAIRIE VIEW A & M UNIVERSITY		1603	PRAIRIE VIEW	TX
RESEARCH FACILITY	74-R-0149	CANCELLED	MIDLAND COLLEGE		1604	MIDLAND	TX
RESEARCH FACILITY	74-R-0151	ACTIVE	CUERO COMMUNITY HOSPITAL		1611	CUERO	TX
RESEARCH FACILITY	74-R-0156	ACTIVE	ROBERT GLASS		1640	HUTTO	TX
RESEARCH FACILITY	74-R-0157	ACTIVE	PALO ALTO COLLEGE		1645	SAN ANTONIO	TX
RESEARCH FACILITY	74-R-0161	ACTIVE	EQUITECH-BIO INC.		1752	KERRVILLE	TX
RESEARCH FACILITY	74-R-0167	ACTIVE	PROBETEX INC.		1821	SAN ANTONIO	TX
RESEARCH FACILITY	74-R-0171	CANCELLED	TEXAS A & M UNIVERSITY  HEALTH SCIENCE CENTER		11479	TEMPLE	TX
RESEARCH FACILITY	74-R-0173	ACTIVE	DAVE SPEAR		5404	DALLAS	TX
RESEARCH FACILITY	74-R-0177	ACTIVE	MC LENNAN COMMUNITY COLLEGE		18136	WACO	TX
RESEARCH FACILITY	74-R-0184	ACTIVE	NANOSPECTRA BIOSCIENCES INC.		35837	HOUSTON	TX
RESEARCH FACILITY	74-R-0185	ACTIVE	ISO-TEX DIAGNOSTICS INC.		37111	FRIENDSWOOD	TX
RESEARCH FACILITY	74-R-0186	ACTIVE	ISOTHERAPEUTICS GROUP L L C		37859	ANGLETON	TX
RESEARCH FACILITY	74-R-0188	ACTIVE	I S G INC.		38681	MAGNOLIA	TX
RESEARCH FACILITY	74-R-0189	ACTIVE	SOUND- EKLIN INC.		39569	ARLINGTON	TX
RESEARCH FACILITY	74-R-0190	ACTIVE	BIOO SCIENTIFIC CORPORATION		41027	AUSTIN	TX
RESEARCH FACILITY	74-R-0192	ACTIVE	THE METHODIST HOSPITAL RESEARCH INSTITUTE		42194	HOUSTON	TX
RESEARCH FACILITY	74-R-0193	ACTIVE	INCELL CORPORATION L L C		41423	SAN ANTONIO	TX
RESEARCH FACILITY	74-R-0194	ACTIVE	ADVANCED MEDICAL TRAINING		35864	MCKINNEY	TX
RESEARCH FACILITY	74-R-0196	ACTIVE	AVATAR WORLDLINK  L L C		41346	UNIVERSAL CITY	TX
RESEARCH FACILITY	74-R-0199	ACTIVE	BRIDGE PTS		321005	SAN ANTONIO	TX
RESEARCH FACILITY	74-R-0200	CANCELLED	X BIOTECH		322089	AUSTIN	TX
RESEARCH FACILITY	74-R-0201	CANCELLED	ANGELO STATE UNIVERSITY		24394	SAN ANGELO	TX
RESEARCH FACILITY	74-R-0202	CANCELLED	SOLANAN, INC.		324555	DALLAS	TX
RESEARCH FACILITY	74-R-0204	ACTIVE	THE AUSTIN SAVANNA  L L C		326234	BUDA	TX
RESEARCH FACILITY	74-R-0205	ACTIVE	VISTA COLLEGE		326438	LUBBOCK	TX
RESEARCH FACILITY	74-R-0206	ACTIVE	WEST TEXAS A & M UNIVERSITY		325489	CANYON	TX
RESEARCH FACILITY	74-R-0207	CANCELLED	ABCO INC.		327370	SEGUIN	TX
RESEARCH FACILITY	74-R-0208	CANCELLED	TEXAS A & M UNIVERSITY-COMMERCE	Educational and Research Farm	326903	COMMERCE	TX
RESEARCH FACILITY	74-R-0209	ACTIVE	BLINN COLLEGE		327507	BRYAN	TX
RESEARCH FACILITY	74-R-0210	ACTIVE	STEADFAST ENTERPRISES  L L C		327559	SEGUIN	TX
RESEARCH FACILITY	74-R-0211	CANCELLED	SANFORD - BROWN INSTITUTE		327020	AUSTIN	TX
RESEARCH FACILITY	74-R-0212	ACTIVE	VETERINARY HEALTH SOURCE L L C		329347	CANYON	TX
RESEARCH FACILITY	74-R-0213	ACTIVE	AUSTIN COLLEGE		28223	SHERMAN	TX
RESEARCH FACILITY	74-R-0214	ACTIVE	QUALITY BIORESOURCES INC		1362	SEGUIN	TX
RESEARCH FACILITY	74-R-0215	ACTIVE	PRAIRIE VIEW A & M UNIVERSITY		1603	PRAIRIE VIEW	TX
RESEARCH FACILITY	81-R-0001	ACTIVE	UNIVERSITY OF MONTANA		1067	MISSOULA	MT
RESEARCH FACILITY	81-R-0002	ACTIVE	MONTANA STATE UNIVERSITY		1069	BOZEMAN	MT
RESEARCH FACILITY	81-R-0017	CANCELLED	CORIXA CORPORATION	GlaxoSmithKline Vaccines	35519	HAMILTON	MT
RESEARCH FACILITY	81-R-0018	CANCELLED	MONTANA DEPARTMENT OF FISH, WILDLIFE & PARKS		38783	HELENA	MT
RESEARCH FACILITY	81-R-0019	CANCELLED	MATERIALS BIO INC.		10121	RYEGATE	MT
RESEARCH FACILITY	82-R-0001	ACTIVE	IDAHO STATE UNIVERSITY		1078	POCATELLO	ID
RESEARCH FACILITY	82-R-0002	ACTIVE	REGENTS OF THE UNIVERSITY OF IDAHO	UNIVERSITY OF IDAHO	1079	MOSCOW	ID
RESEARCH FACILITY	82-R-0008	ACTIVE	COLLEGE OF SOUTHERN IDAHO		1692	TWIN FALLS	ID
RESEARCH FACILITY	82-R-0011	ACTIVE	NORTHEASTERN WILDLIFE INC.		478	HARRISON	ID
RESEARCH FACILITY	82-R-0012	ACTIVE	BROWN MACKIE COLLEGE - VET TECH PROGRAM		321624	BOISE	ID
RESEARCH FACILITY	82-R-0013	CANCELLED	SIMPLOT CATTLE REPRODUCTION		324412	EMMETT	ID
RESEARCH FACILITY	82-R-0014	ACTIVE	BOISE STATE UNIVERSITY		326621	BOISE	ID
RESEARCH FACILITY	82-R-0015	ACTIVE	BRIGHAM YOUNG UNIVERSITY - IDAHO		327614	REXBURG	ID
RESEARCH FACILITY	83-R-0001	ACTIVE	UNIVERSITY OF WYOMING		16	LARAMIE	WY
RESEARCH FACILITY	83-R-0004	ACTIVE	EASTERN WYOMING COLLEGE		17	TORRINGTON	WY
RESEARCH FACILITY	83-R-0005	ACTIVE	WYOMING GAME & FISH DEPARTMENT		1666	WHEATLAND	WY
RESEARCH FACILITY	84-R-0001	ACTIVE	NATIONAL JEWISH HEALTH		1080	DENVER	CO
RESEARCH FACILITY	84-R-0003	ACTIVE	COLORADO STATE UNIVERSITY		1195	FORT COLLINS	CO
RESEARCH FACILITY	84-R-0007	ACTIVE	COLORADO SERUM COMPANY		1086	DENVER	CO
RESEARCH FACILITY	84-R-0008	ACTIVE	UNIVERSITY OF NORTHERN COLORADO		1087	GREELEY	CO
RESEARCH FACILITY	84-R-0012	ACTIVE	COLORADO MOUNTAIN COLLEGE		1090	GLENWOOD SPGS	CO
RESEARCH FACILITY	84-R-0013	ACTIVE	BEL-REA INSTITUTE OF ANIMAL TECHNOLOGY		1092	DENVER	CO
RESEARCH FACILITY	84-R-0045	ACTIVE	COLORADO PARKS AND WILDLIFE		1096	FORT COLLINS	CO
RESEARCH FACILITY	84-R-0051	ACTIVE	GENESIS LABORATORIES INC.		1273	WELLINGTON	CO
RESEARCH FACILITY	84-R-0059	ACTIVE	UNIVERSITY OF COLORADO- DENVER		1834	AURORA	CO
RESEARCH FACILITY	84-R-0060	ACTIVE	UNIVERSITY OF COLORADO-BOULDER		1835	BOULDER	CO
RESEARCH FACILITY	84-R-0065	ACTIVE	ROCKY MOUNTAIN BIO LABS		18462	CRESTED BUTTE	CO
RESEARCH FACILITY	84-R-0066	ACTIVE	BOLDER BIOPATH  INC.		21162	BOULDER	CO
RESEARCH FACILITY	84-R-0070	CANCELLED	REGIS UNIVERSITY		21159	DENVER	CO
RESEARCH FACILITY	84-R-0072	ACTIVE	PRE-CLINICAL RESEARCH SERVICES INC.		26904	FORT COLLINS	CO
RESEARCH FACILITY	84-R-0077	CANCELLED	ARRAY BIOPHARMA, INC.		22002	BOULDER	CO
RESEARCH FACILITY	84-R-0079	CANCELLED	N E K ADVANCED SECURITIES GROUP		322703	COLORADO SPRINGS	CO
RESEARCH FACILITY	84-R-0080	ACTIVE	RED BEAST ENTERPRISES INC.	High Quality Research	323116	FORT COLLINS	CO
RESEARCH FACILITY	84-R-0081	ACTIVE	CARE RESEARCH L L C		323785	FORT COLLINS	CO
RESEARCH FACILITY	84-R-0082	CANCELLED	VETERINARY MEDICAL RESEARCH, L L C		326847	ELIZABETH	CO
RESEARCH FACILITY	84-R-0083	CANCELLED	TIER ONE QUALITY SOLUTIONS	T Q S CORP	327195	VIRGINIA BEACH	VA
RESEARCH FACILITY	84-R-0084	ACTIVE	N E K SERVICES, INC.		329634	COLORADO SPRINGS	CO
RESEARCH FACILITY	84-R-0085	ACTIVE	WESTON EDUCATIONAL INC.	Heritage Institute	329636	DENVER	CO
RESEARCH FACILITY	84-R-0086	ACTIVE	KYLE  TAITT		326713	FORT COLLINS	CO
RESEARCH FACILITY	84-R-0087	ACTIVE	COLORADO ACADEMY OF VETERINARY TECHNOLOGY		331127	COLORADO SPRINGS	CO
RESEARCH FACILITY	84-R-0088	ACTIVE	2 CROW SECURITY SOLUTIONS, L L C		331654	WOODLAND PARK	CO
RESEARCH FACILITY	84-R-0089	ACTIVE	NOVUS BIOLOGICALS		331569	LITTLETON	CO
RESEARCH FACILITY	85-R-0002	ACTIVE	UNIVERSITY OF NEW MEXICO - MAIN CAMPUS		1071	ALBUQUERQUE	NM
RESEARCH FACILITY	85-R-0003	ACTIVE	LOVELACE RESPIRATORY RESEARCH INSTITUTE		1072	ALBUQUERQUE	NM
RESEARCH FACILITY	85-R-0009	ACTIVE	NEW MEXICO STATE UNIVERSITY		1073	LAS CRUCES	NM
RESEARCH FACILITY	85-R-0014	ACTIVE	UNIVERSITY OF NEW MEXICO HEALTH SCIENCES CENTER		1076	ALBUQUERQUE	NM
RESEARCH FACILITY	85-R-0015	ACTIVE	SOUTHWEST BIO-LABS INC.		1077	LAS CRUCES	NM
RESEARCH FACILITY	85-R-0019	ACTIVE	RAISED BY WOLVES INC.		1337	THOREAU	NM
RESEARCH FACILITY	85-R-0025	ACTIVE	BROWN MACKIE COLLEGE -ALBUQUERQUE		323709	ALBUQUERQUE	NM
RESEARCH FACILITY	85-R-0026	CANCELLED	EASTERN NEW MEXICO UNIVERSITY- ROSWELL		327407	ROSWELL	NM
RESEARCH FACILITY	85-R-0027	ACTIVE	RYANN DAWN, L L C		332092	SUNLAND PARK	NM
RESEARCH FACILITY	85-R-0028	ACTIVE	ECHO GROUP, L L C		332715	RIO RANCHO	NM
RESEARCH FACILITY	86-R-0002	ACTIVE	ARIZONA STATE UNIVERSITY		1043	TEMPE	AZ
RESEARCH FACILITY	86-R-0003	ACTIVE	THE UNIVERSITY OF ARIZONA	UNIVERSITY ANIMAL CARE	1044	TUCSON	AZ
RESEARCH FACILITY	86-R-0005	ACTIVE	NORTHERN ARIZONA UNIVERSITY	BIOLOGICAL SCIENCES ANNEX	1045	FLAGSTAFF	AZ
RESEARCH FACILITY	86-R-0006	ACTIVE	DIGNITY HEALTH	ST. JOSEPH HOS & MED. CTR./BARROW NEUR. INST.	1049	PHOENIX	AZ
RESEARCH FACILITY	86-R-0009	ACTIVE	W. L. GORE & ASSOCIATES INC.		1051	FLAGSTAFF	AZ
RESEARCH FACILITY	86-R-0031	CANCELLED	BANNER SUN HEALTH RESEARCH INSTITUTE		1698	SUN CITY	AZ
RESEARCH FACILITY	86-R-0033	ACTIVE	PIMA COMMUNITY COLLEGE- EAST CAMPUS		15053	TUCSON	AZ
RESEARCH FACILITY	86-R-0034	CANCELLED	ARIZONA-SONORA DESERT MUSEUM		3442	TUCSON	AZ
RESEARCH FACILITY	86-R-0035	CANCELLED	KAPLAN COLLEGE-PHOENIX		29358	PHOENIX	AZ
RESEARCH FACILITY	86-R-0036	ACTIVE	MESA COMMUNITY COLLEGE		34846	MESA	AZ
RESEARCH FACILITY	86-R-0038	CANCELLED	ANTHEM COLLEGE		35635	PHOENIX	AZ
RESEARCH FACILITY	86-R-0039	ACTIVE	SENES TECH, INC.		43543	FLAGSTAFF	AZ
RESEARCH FACILITY	86-R-0041	ACTIVE	ARIZONA HEART FOUNDATION 		324010	PHOENIX	AZ
RESEARCH FACILITY	86-R-0042	ACTIVE	PIMA MEDICAL INSTITUTE		329220	TUCSON	AZ
RESEARCH FACILITY	87-R-0001	ACTIVE	UNIVERSITY OF UTAH		12	SALT LAKE CITY	UT
RESEARCH FACILITY	87-R-0002	ACTIVE	UTAH STATE UNIVERSITY		2	LOGAN	UT
RESEARCH FACILITY	87-R-0003	ACTIVE	BRIGHAM YOUNG UNIVERSITY		3	PROVO	UT
RESEARCH FACILITY	87-R-0008	ACTIVE	WEBER STATE UNIVERSITY		5	OGDEN	UT
RESEARCH FACILITY	87-R-0020	CANCELLED	UTAH ARTIFICIAL HEART INST.		1831	SALT LAKE CITY	UT
RESEARCH FACILITY	87-R-0021	ACTIVE	C SQUARE EDUCATIONAL ENTERPRISES, INC.	Broadview University	20654	WEST JORDAN	UT
RESEARCH FACILITY	87-R-0022	ACTIVE	IBEX PRECLINICAL RESEARCH  INC.		21308	LOGAN	UT
RESEARCH FACILITY	87-R-0023	ACTIVE	FRONTIER BIOMEDICAL L L C	Coors Tek Medical LLC	41227	LOGAN	UT
RESEARCH FACILITY	87-R-0024	ACTIVE	MT. STERLING BIOMEDICAL		42802	PARADISE	UT
RESEARCH FACILITY	87-R-0025	CANCELLED	MEDICAL PHYSICS		45104	SALT LAKE CITY	UT
RESEARCH FACILITY	87-R-0026	CANCELLED	NUMIRA BIOSCIENCES, INC.		325671	SLC	UT
RESEARCH FACILITY	87-R-0027	ACTIVE	BRIDGERLAND A T C		329483	LOGAN	UT
RESEARCH FACILITY	88-R-0003	ACTIVE	WESTERN VETERINARY CONFERENCE		13006	LAS VEGAS	NV
RESEARCH FACILITY	88-R-0005	ACTIVE	UNIVERSITY OF NEVADA - RENO - LAB ANIMAL MEDICINE		323070	RENO	NV
RESEARCH FACILITY	88-R-0006	ACTIVE	UNIVERSITY OF NEVADA- LAS VEGAS		323069	LAS VEGAS	NV
RESEARCH FACILITY	88-R-0008	ACTIVE	TACTICAL MEDICINE RESEARCH AND TRAINING, L L C	TacMedR.T.	326183	LAS VEGAS	NV
RESEARCH FACILITY	91-R-0001	ACTIVE	UNIVERSITY OF WASHINGTON		1016	SEATTLE	WA
RESEARCH FACILITY	91-R-0002	ACTIVE	WASHINGTON STATE UNIVERSITY		1026	PULLMAN	WA
RESEARCH FACILITY	91-R-0006	ACTIVE	BATTELLE MEMORIAL INSTITUTE		1018	RICHLAND	WA
RESEARCH FACILITY	91-R-0009	CANCELLED	EASTERN WASHINGTON UNIVERSITY		1020	CHENEY	WA
RESEARCH FACILITY	91-R-0011	ACTIVE	JUBILANT HOLLISTER-STIER (J H S) 		1021	SPOKANE	WA
RESEARCH FACILITY	91-R-0018	ACTIVE	PIERCE COLLEGE	VETERINARY TECHNOLOGY DEPT.	1023	LAKEWOOD	WA
RESEARCH FACILITY	91-R-0023	ACTIVE	CENTRAL WASHINGTON UNIVERSITY		1024	ELLENSBURG	WA
RESEARCH FACILITY	91-R-0025	ACTIVE	FRED HUTCHINSON CANCER RESEARCH CENTER		1025	SEATTLE	WA
RESEARCH FACILITY	91-R-0030	ACTIVE	V M R D INC.		1028	PULLMAN	WA
RESEARCH FACILITY	91-R-0033	CANCELLED	ZYMOGENETICS  INC.		1031	SEATTLE	WA
RESEARCH FACILITY	91-R-0043	ACTIVE	BIO-RESEARCH LABORATORIES  INC.		1036	REDMOND	WA
RESEARCH FACILITY	91-R-0051	ACTIVE	YAKIMA VALLEY COMMUNITY COLLEGE		1722	YAKIMA	WA
RESEARCH FACILITY	91-R-0053	ACTIVE	S N B L  U S A  L T D		11124	EVERETT	WA
RESEARCH FACILITY	91-R-0054	ACTIVE	TRIPLE J FARMS & KENT LABS		15097	BELLINGHAM	WA
RESEARCH FACILITY	91-R-0057	CANCELLED	SOUND PHARMACEUTICALS, INC.		23329	SEATTLE	WA
RESEARCH FACILITY	91-R-0059	ACTIVE	SEATTLE CHILDRENS RESEARCH INSTITUTE		1268	SEATTLE	WA
RESEARCH FACILITY	91-R-0061	ACTIVE	INFECTIOUS DISEASE RESEARCH INSTITUTE (I D R I)		36846	SEATTLE	WA
RESEARCH FACILITY	91-R-0065	ACTIVE	OMEROS CORP.		44874	SEATTLE	WA
RESEARCH FACILITY	91-R-0066	ACTIVE	R & R RESEARCH L L C		45412	STANWOOD	WA
RESEARCH FACILITY	91-R-0067	CANCELLED	VOCATIONAL TRAINING INSTITUTE, INC.	Pima Medical Institute	321946	RENTON	WA
RESEARCH FACILITY	91-R-0068	CANCELLED	SEATTLE SCIENCE FOUNDATION		322528	SEATTLE	WA
RESEARCH FACILITY	91-R-0069	ACTIVE	DEPLOYMENT MEDICINE INTERNATIONAL		12155	GIG HARBOR	WA
RESEARCH FACILITY	91-R-0070	ACTIVE	SEATTLE PACIFIC UNIVERSITY		324734	SEATTLE	WA
RESEARCH FACILITY	91-R-0071	ACTIVE	ZYMOGENETICS, INC		330544	SEATTLE	WA
RESEARCH FACILITY	91-R-0072	ACTIVE	PI BIOSCIENTIFIC INC.		331329	SEATTLE	WA
RESEARCH FACILITY	92-R-0001	ACTIVE	OREGON HEALTH & SCIENCE UNIVERSITY		1046	PORTLAND	OR
RESEARCH FACILITY	92-R-0002	ACTIVE	LEGACY HEALTH 		1047	PORTLAND	OR
RESEARCH FACILITY	92-R-0005	ACTIVE	OREGON STATE UNIVERSITY		1048	CORVALLIS	OR
RESEARCH FACILITY	92-R-0007	ACTIVE	PORTLAND STATE UNIVERSITY - O G S R		1050	PORTLAND	OR
RESEARCH FACILITY	92-R-0008	CANCELLED	UNIVERSITY OF OREGON		1052	EUGENE	OR
